model,benchmark,problem_id,held_out_block,selected_action,selected_action_label,selector_value,full_value,random_all6_value,random_removal_value,correctness_heuristic_action,correctness_heuristic_label,correctness_heuristic_value,hindsight_action,hindsight_value,selector_fullA_action,selector_fullA_value,selector_fullB_action,selector_fullB_value,proposal_correctness
gemma,labbench,p_be2f7cb7a44edaf7,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_60f5e1b1577eea0e,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_60f5e1b1577eea0e,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_60f5e1b1577eea0e,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_60f5e1b1577eea0e,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_60f5e1b1577eea0e,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_6671bcccbfd65cb8,0,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_6671bcccbfd65cb8,1,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_6671bcccbfd65cb8,2,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_6671bcccbfd65cb8,3,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_6671bcccbfd65cb8,4,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_0cdb6e13b6bed74b,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_0cdb6e13b6bed74b,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_0cdb6e13b6bed74b,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_0cdb6e13b6bed74b,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_0cdb6e13b6bed74b,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9923ac6a6c9b27d0,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9923ac6a6c9b27d0,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9923ac6a6c9b27d0,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9923ac6a6c9b27d0,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9923ac6a6c9b27d0,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_abca7f8298fa5d6b,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_abca7f8298fa5d6b,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_abca7f8298fa5d6b,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_abca7f8298fa5d6b,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_abca7f8298fa5d6b,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_c1b2fce89b779d34,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_c1b2fce89b779d34,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_c1b2fce89b779d34,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_c1b2fce89b779d34,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_c1b2fce89b779d34,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_40895954729f08c7,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_40895954729f08c7,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_40895954729f08c7,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_40895954729f08c7,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_40895954729f08c7,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_96e0ef5f02b7f398,0,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_96e0ef5f02b7f398,1,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_96e0ef5f02b7f398,2,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_96e0ef5f02b7f398,3,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_96e0ef5f02b7f398,4,0,full,1.0,1.0,1.0,1.0,3,remove_h2,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 0, 1, 1]"
gemma,labbench,p_82c7306609c802ec,0,1,remove_h0,1.0,0.0,0.3333333333333333,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_82c7306609c802ec,1,1,remove_h0,0.0,0.0,0.3333333333333333,0.4,1,remove_h0,0.0,2,1.0,1,0.0,1,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_82c7306609c802ec,2,1,remove_h0,1.0,0.0,0.6666666666666666,0.8,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_82c7306609c802ec,3,1,remove_h0,1.0,0.5,0.4166666666666667,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_82c7306609c802ec,4,1,remove_h0,1.0,0.0,0.3333333333333333,0.4,1,remove_h0,1.0,1,1.0,1,1.0,1,1.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_b22a6ee86063b5f1,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b22a6ee86063b5f1,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b22a6ee86063b5f1,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b22a6ee86063b5f1,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b22a6ee86063b5f1,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_43617c7ed520b35c,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_43617c7ed520b35c,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_43617c7ed520b35c,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_43617c7ed520b35c,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_43617c7ed520b35c,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9d743956c06edefb,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9d743956c06edefb,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9d743956c06edefb,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9d743956c06edefb,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_9d743956c06edefb,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_62778d3a01535b4e,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_62778d3a01535b4e,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_62778d3a01535b4e,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_62778d3a01535b4e,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_62778d3a01535b4e,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b4712175c93ae915,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b4712175c93ae915,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b4712175c93ae915,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b4712175c93ae915,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_b4712175c93ae915,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_301aabb50451eca9,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_301aabb50451eca9,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_301aabb50451eca9,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_301aabb50451eca9,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_301aabb50451eca9,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8d83252c8cef4a3a,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8d83252c8cef4a3a,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8d83252c8cef4a3a,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8d83252c8cef4a3a,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8d83252c8cef4a3a,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_97275a2ef38027f8,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_97275a2ef38027f8,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_97275a2ef38027f8,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_97275a2ef38027f8,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_97275a2ef38027f8,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_ab445fcdc9b876a1,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_ab445fcdc9b876a1,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_ab445fcdc9b876a1,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_ab445fcdc9b876a1,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_ab445fcdc9b876a1,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_d6139fdfa689228b,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_d6139fdfa689228b,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_d6139fdfa689228b,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_d6139fdfa689228b,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_d6139fdfa689228b,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_c8958178d2662d11,0,3,remove_h2,0.0,1.0,0.6666666666666666,0.6,2,remove_h1,1.0,0,1.0,0,1.0,3,0.0,"[1, 0, 0, 0, 1]"
gemma,labbench,p_c8958178d2662d11,1,4,remove_h3,1.0,1.0,0.8333333333333334,0.8,2,remove_h1,1.0,0,1.0,0,1.0,4,1.0,"[1, 0, 0, 0, 1]"
gemma,labbench,p_c8958178d2662d11,2,4,remove_h3,1.0,1.0,0.8333333333333334,0.8,2,remove_h1,1.0,0,1.0,0,1.0,4,1.0,"[1, 0, 0, 0, 1]"
gemma,labbench,p_c8958178d2662d11,3,0,full,0.5,0.5,0.5833333333333334,0.6,2,remove_h1,0.0,3,1.0,0,1.0,0,0.0,"[1, 0, 0, 0, 1]"
gemma,labbench,p_c8958178d2662d11,4,4,remove_h3,1.0,1.0,0.8333333333333334,0.8,2,remove_h1,1.0,0,1.0,0,1.0,4,1.0,"[1, 0, 0, 0, 1]"
gemma,labbench,p_8f52f16ed0da2872,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8f52f16ed0da2872,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8f52f16ed0da2872,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8f52f16ed0da2872,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_8f52f16ed0da2872,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_1407f561ec0d6a02,0,0,full,1.0,1.0,0.6666666666666666,0.6,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 0, 1]"
gemma,labbench,p_1407f561ec0d6a02,1,0,full,1.0,1.0,0.6666666666666666,0.6,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 0, 1]"
gemma,labbench,p_1407f561ec0d6a02,2,0,full,1.0,1.0,0.6666666666666666,0.6,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 0, 1]"
gemma,labbench,p_1407f561ec0d6a02,3,0,full,1.0,1.0,0.6666666666666666,0.6,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 0, 1]"
gemma,labbench,p_1407f561ec0d6a02,4,0,full,1.0,1.0,0.8333333333333334,0.8,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 0, 1]"
gemma,labbench,p_9584b40595276c51,0,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
gemma,labbench,p_9584b40595276c51,1,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
gemma,labbench,p_9584b40595276c51,2,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
gemma,labbench,p_9584b40595276c51,3,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
gemma,labbench,p_9584b40595276c51,4,0,full,1.0,1.0,1.0,1.0,4,remove_h3,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 0, 1]"
gemma,labbench,p_dd2ced59247228f4,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_dd2ced59247228f4,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_dd2ced59247228f4,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_dd2ced59247228f4,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_dd2ced59247228f4,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_38fa9a23cba7625d,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_38fa9a23cba7625d,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_38fa9a23cba7625d,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_38fa9a23cba7625d,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_38fa9a23cba7625d,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_df3b634c669d4c8f,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_df3b634c669d4c8f,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_df3b634c669d4c8f,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_df3b634c669d4c8f,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_df3b634c669d4c8f,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_67553274265e5a1f,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_67553274265e5a1f,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_67553274265e5a1f,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_67553274265e5a1f,3,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_67553274265e5a1f,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_29f1771467ff056d,0,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 1, 1]"
gemma,labbench,p_29f1771467ff056d,1,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 1, 1]"
gemma,labbench,p_29f1771467ff056d,2,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 1, 1]"
gemma,labbench,p_29f1771467ff056d,3,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 1, 1]"
gemma,labbench,p_29f1771467ff056d,4,0,full,1.0,1.0,1.0,1.0,2,remove_h1,1.0,0,1.0,0,1.0,0,1.0,"[1, 0, 1, 1, 1]"
gemma,labbench,p_5ee2a5c048c25ec1,0,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_5ee2a5c048c25ec1,1,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_5ee2a5c048c25ec1,2,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_5ee2a5c048c25ec1,3,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_5ee2a5c048c25ec1,4,0,full,0.0,0.0,0.0,0.0,1,remove_h0,0.0,0,0.0,0,0.0,0,0.0,"[0, 0, 0, 0, 0]"
gemma,labbench,p_fc7eb8a12ff9fa03,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_fc7eb8a12ff9fa03,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_fc7eb8a12ff9fa03,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_fc7eb8a12ff9fa03,3,0,full,1.0,1.0,0.8333333333333334,0.8,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_fc7eb8a12ff9fa03,4,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_030b807347341f13,0,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_030b807347341f13,1,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
gemma,labbench,p_030b807347341f13,2,0,full,1.0,1.0,1.0,1.0,0,full,1.0,0,1.0,0,1.0,0,1.0,"[1, 1, 1, 1, 1]"
